sno,date,to_days,hour,lent,returned,weekday,workingday,temperature,humidity,wind_speed,precipitation,station_pres
45,2017/7/25,25,6,17,18,1,1,27.3,74,1,0,1001.5
45,2017/7/25,25,7,71,23,1,1,28.1,70,1.6,0,1001.8
45,2017/7/25,25,8,62,54,1,1,29.8,65,0.4,0,1001.6
45,2017/7/25,25,9,45,41,1,1,30,62,2.6,0,1001.4
45,2017/7/25,25,10,47,35,1,1,31.9,55,1.7,0,1001.4
45,2017/7/25,25,11,57,57,1,1,32.4,54,1.6,0,1001.1
45,2017/7/25,25,12,84,66,1,1,34.3,47,1.7,0,1000.8
45,2017/7/25,25,13,53,59,1,1,34.8,43,0.8,0,1000.3
45,2017/7/25,25,14,56,48,1,1,34.7,48,2.1,0,999.8
45,2017/7/25,25,15,55,58,1,1,33.4,53,3.5,0,999.8
45,2017/7/25,25,16,72,86,1,1,32.9,54,2.4,0,999.8
45,2017/7/25,25,17,110,112,1,1,32.5,56,1.7,0,999.6
45,2017/7/25,25,19,86,76,1,1,31.3,58,1.6,0,1000.4
45,2017/7/25,25,20,93,79,1,1,30.6,65,1.9,0,1000.8
45,2017/7/25,25,21,85,62,1,1,30,70,2.2,0,1001.2
45,2017/7/25,25,22,52,47,1,1,30.1,71,1.1,0,1001.9
45,2017/7/26,26,0,11,6,2,1,29.1,70,2.3,0,1001
45,2017/7/26,26,1,1,3,2,1,29.7,68,1.2,0,1001
45,2017/7/26,26,3,0,0,2,1,28.9,73,0.5,0,1000.4
45,2017/7/26,26,4,0,1,2,1,28.1,76,1.3,0,1000.4
45,2017/7/26,26,5,3,5,2,1,27.7,77,1.6,0,1000.4
45,2017/7/26,26,6,15,12,2,1,27.6,78,1,0,1000.8
45,2017/7/26,26,7,61,32,2,1,28.5,72,0.8,0,1001.3
45,2017/7/26,26,8,77,60,2,1,29.9,67,1,0,1001.3
45,2017/7/26,26,9,53,54,2,1,31.1,63,1.5,0,1001
45,2017/7/26,26,10,58,32,2,1,31.5,59,1.6,0,1000.8
45,2017/7/26,26,11,32,24,2,1,33.9,50,0.9,0,1000.8
45,2017/7/26,26,12,73,71,2,1,33.6,56,3,0,1000.2
45,2017/7/26,26,13,47,58,2,1,32,63,1.8,0,1000.2
45,2017/7/26,26,14,70,56,2,1,32.6,60,2.6,0,1000
45,2017/7/26,26,15,56,59,2,1,31,67,3.9,0,999.8
45,2017/7/26,26,16,66,74,2,1,30.3,64,1.5,0,1000
45,2017/7/26,26,17,112,158,2,1,29.3,68,1.4,0,999.8
45,2017/7/26,26,18,133,121,2,1,29.2,70,1.2,0,1000.1
45,2017/7/26,26,19,110,111,2,1,29.5,68,0.7,0,1000.1
45,2017/7/26,26,20,85,61,2,1,28.8,73,0.9,0,1000.4
45,2017/7/26,26,21,75,71,2,1,28.6,75,2,0,1000.8
45,2017/7/26,26,22,46,30,2,1,28.9,73,1.4,0,1000.8
45,2017/7/26,26,23,14,16,2,1,28.2,76,0.8,0,1000.8
45,2017/7/27,27,0,20,7,3,1,29.1,78,2.5,0,998.8
45,2017/7/27,27,1,8,5,3,1,27.4,77,2.2,0,1000.2
45,2017/7/27,27,2,3,3,3,1,27.1,77,0.9,0,1000.3
45,2017/7/27,27,3,1,0,3,1,27,79,1,0,1000.4
45,2017/7/27,27,4,0,0,3,1,27,78,1,0,1000.5
45,2017/7/27,27,5,1,7,3,1,26.5,76,1,0,1000.8
45,2017/7/27,27,6,10,17,3,1,26.7,77,1,0,1001.1
45,2017/7/27,27,7,66,40,3,1,27.3,72,2.3,0,1001.9
45,2017/7/27,27,8,86,62,3,1,28.8,67,1.2,0,1002.1
45,2017/7/27,27,9,55,37,3,1,30.5,63,1.6,0,1001.9
45,2017/7/27,27,10,39,35,3,1,31.6,59,1.2,0,1001.5
45,2017/7/27,27,11,45,50,3,1,31.7,61,2.8,0,1001.2
45,2017/7/27,27,12,75,70,3,1,33,53,0.9,0,1000.4
45,2017/7/27,27,13,63,57,3,1,33.6,51,2.3,0,999.7
45,2017/7/27,27,14,55,53,3,1,32.3,59,1.9,0,999.5
45,2017/7/27,27,15,52,54,3,1,31.2,68,2,0.5,999.6
45,2017/7/27,27,16,67,80,3,1,31.3,69,1.7,0,999.4
45,2017/7/27,27,17,86,141,3,1,33.1,47,1.3,0,999.1
45,2017/7/27,27,18,133,125,3,1,32,51,3.1,0,999.3
45,2017/7/27,27,19,122,93,3,1,31,55,2.9,0,999.8
45,2017/7/27,27,20,83,63,3,1,30.5,58,2.5,0,1000.4
45,2017/7/27,27,21,95,70,3,1,29.9,62,3,0,1001
45,2017/7/27,27,22,58,50,3,1,29.6,65,3.4,0,1001.2
45,2017/7/27,27,23,21,21,3,1,29.4,66,2.7,0,1001.3
45,2017/7/28,28,1,12,2,4,1,29,69,2.4,0,1000.5
45,2017/7/28,28,2,2,2,4,1,29.1,65,2.8,0,1000.2
45,2017/7/28,28,3,3,0,4,1,29,67,2,0,999.9
45,2017/7/28,28,4,0,3,4,1,28.7,69,2.6,0,999.8
45,2017/7/28,28,5,3,5,4,1,28.6,73,2.3,0,1000.1
45,2017/7/28,28,6,13,18,4,1,28.7,71,2.8,0,1000.3
45,2017/7/28,28,7,60,32,4,1,29.6,69,2.7,0,1000.7
45,2017/7/28,28,8,55,49,4,1,30.6,67,3.6,0,1000.4
45,2017/7/28,28,9,57,37,4,1,32.2,58,3.2,0,1000.1
45,2017/7/28,28,10,46,31,4,1,33.2,53,4.6,0,999.9
45,2017/7/28,28,11,67,64,4,1,34,46,3.4,0,999.3
45,2017/7/28,28,12,81,85,4,1,34,50,4.4,0,999.4
45,2017/7/28,28,13,71,60,4,1,32.9,59,3.4,0,998.9
45,2017/7/28,28,14,50,61,4,1,32.7,62,3.1,0,998.9
45,2017/7/28,28,15,51,51,4,1,30.6,76,2.6,0,998.8
45,2017/7/28,28,16,65,65,4,1,31.3,71,3.2,0,998.8
45,2017/7/28,28,17,83,108,4,1,31.3,70,4.1,0,998.5
45,2017/7/28,28,18,117,111,4,1,29.7,80,2.6,0,998.7
45,2017/7/28,28,19,83,91,4,1,29.5,80,3.6,0,999.1
45,2017/7/28,28,20,114,72,4,1,29.5,78,3.4,0,999.2
45,2017/7/28,28,21,76,52,4,1,29.5,78,2.1,0,999.5
45,2017/7/28,28,22,33,35,4,1,29.6,78,3,0,999.5
45,2017/7/28,28,23,28,22,4,1,28.7,80,2.9,2,999.3
45,2017/7/29,29,0,12,6,5,0,29.9,66,5.2,0,987.5
45,2017/7/29,29,1,8,1,5,0,29.2,77,3.3,0,998.1
45,2017/7/29,29,2,3,1,5,0,28.9,79,2.9,0,997.4
45,2017/7/29,29,3,0,0,5,0,29.2,75,3,0,996.7
45,2017/7/29,29,4,2,0,5,0,28.6,80,1.5,0,996.6
45,2017/7/29,29,5,1,5,5,0,28.4,81,2.9,0,996.5
45,2017/7/29,29,6,3,3,5,0,28.2,84,2.6,0,996.6
45,2017/7/29,29,8,41,31,5,0,29.8,74,1.8,0,996.2
45,2017/7/29,29,9,41,31,5,0,30.8,66,3.4,0,995.9
45,2017/7/29,29,10,18,42,5,0,29.5,76,4,0,995.6
45,2017/7/29,29,11,16,19,5,0,28.7,78,3.1,0.5,995.2
45,2017/7/29,29,12,42,34,5,0,29.5,73,4.8,0.5,994.4
45,2017/7/29,29,13,50,41,5,0,30.1,66,4.8,0.5,993.3
45,2017/7/29,29,14,18,21,5,0,30.5,66,4.5,0,992.6
45,2017/7/29,29,15,12,15,5,0,26.6,82,2.7,1,992.5
45,2017/7/29,29,16,6,6,5,0,26.5,86,2.8,1,991.2
45,2017/7/29,29,17,10,13,5,0,26.8,85,4.9,2,990.3
45,2017/7/29,29,18,4,9,5,0,27,83,3.6,1.5,989
45,2017/7/29,29,19,4,1,5,0,27.4,80,8.2,4,984.8
45,2017/7/29,29,20,0,1,5,0,26.4,86,7.4,7.5,978.2
45,2017/7/29,29,21,0,0,5,0,27.4,80,12.9,9.5,974.9
45,2017/7/29,29,22,0,0,5,0,28.2,76,11.5,11.5,974.7
45,2017/7/29,29,23,0,0,5,0,28.6,75,6.7,3,977.3
45,2017/7/30,30,0,0,0,6,0,27.1,76,3.1,0,998.3
45,2017/7/30,30,1,0,0,6,0,29.3,71,3.5,0,982.2
45,2017/7/30,30,2,0,0,6,0,29.8,67,5.1,0,983.7
45,2017/7/30,30,3,0,0,6,0,29.8,67,2.5,0,985
45,2017/7/30,30,4,0,0,6,0,29.7,68,1.4,0,986.7
45,2017/7/30,30,5,0,0,6,0,28.3,78,0.7,0,987.9
45,2017/7/30,30,6,0,0,6,0,28.3,78,1.3,0,988.9
45,2017/7/30,30,7,0,0,6,0,30.3,65,0.6,0,990.2
45,2017/7/30,30,8,0,0,6,0,29,76,0.9,0,991.1
45,2017/7/30,30,9,1,0,6,0,31.9,62,1.1,0,991.6
45,2017/7/30,30,10,2,5,6,0,33.2,49,4.3,0,991.5
45,2017/7/30,30,11,18,25,6,0,33,50,1.9,0,991.6
45,2017/7/30,30,12,22,27,6,0,33.5,49,3.7,0,991.1
45,2017/7/30,30,13,51,34,6,0,33.3,51,2.7,0,990.5
45,2017/7/30,30,14,56,46,6,0,32.7,54,6.1,0,990.3
45,2017/7/30,30,15,51,51,6,0,32,56,3.8,0,990.1
45,2017/7/30,30,16,58,55,6,0,30.5,63,4.6,0,989.6
45,2017/7/30,30,17,65,63,6,0,30.2,63,3.7,0,988.7
45,2017/7/30,30,18,71,70,6,0,30.2,63,4.5,0,988.5
45,2017/7/30,30,19,57,74,6,0,30.2,62,3.9,0,988
45,2017/7/30,30,20,50,31,6,0,29.9,68,5,0,988.4
45,2017/7/30,30,21,39,9,6,0,29.2,74,6.2,0,988.8
45,2017/7/30,30,22,13,12,6,0,29.8,67,4.6,0,988.9
45,2017/7/30,30,23,11,11,6,0,29.9,66,5.1,0,988.3
45,2017/7/31,31,1,5,1,0,1,29.7,64,4.7,0,987.4
45,2017/7/31,31,2,2,1,0,1,29.4,64,2.3,0,987.8
45,2017/7/31,31,3,2,2,0,1,29.3,63,1.8,0,988.9
45,2017/7/31,31,4,0,0,0,1,29.2,65,2.1,0,989.7
45,2017/7/31,31,5,1,2,0,1,28.5,70,1.7,0,990.2
45,2017/7/31,31,6,3,5,0,1,27.7,75,0.9,0,992
45,2017/7/31,31,7,6,9,0,1,27,81,1.1,1.5,993.1
45,2017/7/31,31,8,37,10,0,1,26.1,85,0.6,2,994.3
45,2017/7/31,31,9,36,18,0,1,26.2,85,1.2,1,994.5
45,2017/7/31,31,10,29,17,0,1,26.2,87,2.8,0.5,995.1
45,2017/7/31,31,11,30,24,0,1,27.3,79,0.5,0,995.2
45,2017/7/31,31,12,57,63,0,1,27.9,78,0.2,0,996.4
45,2017/7/31,31,13,77,66,0,1,28.6,74,1.1,0,995.3
45,2017/7/31,31,14,53,49,0,1,29.3,67,1.1,0,995.1
45,2017/7/31,31,15,65,66,0,1,30.6,63,1.4,0,995.8
45,2017/7/31,31,16,92,83,0,1,30.7,62,4,0,994.4
45,2017/7/31,31,17,116,159,0,1,30.5,58,2.8,0,994.4
45,2017/7/31,31,18,118,130,0,1,30.6,57,1.8,0,995.5
45,2017/7/31,31,19,115,129,0,1,30.3,57,1.1,0,996.5
45,2017/7/31,31,20,73,60,0,1,29.6,67,1.4,0,996.9
45,2017/7/31,31,21,102,54,0,1,28.7,73,1.6,0,997.7
45,2017/7/31,31,22,56,42,0,1,27.8,75,1.4,0,998.3
45,2017/7/31,31,23,29,29,0,1,27.8,73,2.6,0,998.5
